paper_id,title,score
121589,SustainLC: Benchmark for End-to-End Control of Liquid Cooling in Sustainable Data Centers,3.29
115614,Motion Matters: Compact Gaussian Streaming for Free-Viewpoint Video Reconstruction,4.5
118509,Multi-Expert Distributionally Robust Optimization for Out-of-Distribution Generalization,3.44
119077,Statistical Guarantees for High-Dimensional Stochastic Gradient Descent,3.43
120337,On the Hardness of Approximating Distributions with Probabilistic Circuits,2.23
118425,ZeroS: Zero‑Sum Linear Attention for Efficient Transformers,2.45
116024,Gradient Multi-Normalization for Stateless and Scalable LLM Training,4.27
119957,Blindfolded Experts Generalize Better:  Insights from Robotic Manipulation and Videogames,3.43
119636,Beyond Node-Centric Modeling: Sketching Signed Networks with Simplicial Complexes,3.57
116790,SD-KDE: Score-Debiased Kernel Density Estimation,1.96
121723,Can Large Language Models Help Multimodal Language Analysis? MMLA: A Comprehensive Benchmark,4.5
118836,More Than Generation: Unifying Generation and Depth Estimation via Text-to-Image Diffusion Models,3.44
116508,Correlation Dimension of Autoregressive Large Language Models,1.68
116748,UniCTokens: Boosting Personalized Understanding and Generation via Unified Concept Tokens,4.5
115072,Accelerated Evolving Set Processes for Local PageRank Computation,2.84
115593,ContextAgent: Context-Aware Proactive LLM Agents with Open-world Sensory Perceptions,3.22
118071,AdvPrefix: An Objective for Nuanced LLM Jailbreaks,2.99
119955,LiteReality: Graphic-Ready 3D Scene Reconstruction from RGB-D Scans,4.04
121529,Escaping the SpuriVerse: Can Large Vision-Language Models Generalize Beyond Seen Spurious Correlations?,4.33
116713,DINO-Foresight: Looking into the Future with DINO,3.66
118153,Seg-VAR:Image Segmentation with Visual Autoregressive Modeling,4.5
116596,Boosting Generative Image Modeling via Joint Image-Feature Synthesis,4.5
115166,4D-VLA:  Spatiotemporal Vision-Language-Action Pretraining with Cross-Scene Calibration,4.5
118329,STAR-R1: Improving Video Perception via Spatio-Temporal Aggregated Reinforcement,3.9
118937,PlayerOne: Egocentric World Simulator,3.66
119927,OpenOmni: Advancing Open-Source Omnimodal Large Language Models with Progressive Multimodal Alignment and Real-time Emotional Speech Synthesis,4.5
118543,S'MoRE: Structural Mixture of Residual Experts for Parameter-Efficient LLM Fine-tuning,4.33
121742,From Flatland to Space: Teaching Vision-Language Models to Perceive and Reason in 3D,4.5
118938,PlayerOne: Egocentric World Simulator,3.18
116839,Concerto: Joint 2D-3D Self-Supervised Learning Emerges Spatial Representations,3.87
116580,VCM: Vision Concept Modeling with Adaptive Vision Token Compression via Instruction Fine-Tuning,4.27
117456,Jailbreaking the Text-to-Video Generative Models,4.5
119100,Predictive Modeling in Sequential Recommendation: Performance Laws with Quality Measure Insights,4.5
117848,MiCo: Multi-image Contrast for Reinforcement Visual Reasoning,3.02
117734,Kernel von Mises Formula of the Influence Function,1.52
121973,Uniform Generalization Bounds on Data-Dependent Hypothesis Sets via PAC-Bayesian Theory on Random Sets,3.43
115451,A Plug-and-Play Query Synthesis Active Learning Framework for Neural PDE Solvers,3.66
116293,Mover: Motion-controllable Video Generation via Latent Trajectory Guidance,4.5
121809,Embodied Web Agents: Bridging Physical-Digital Realms for Integrated Agent Intelligence,4.5
117737,Universally Invariant Learning in Equivariant GNNs,4.2
118921,OmniGen-AR: AutoRegressive Any-to-Image Generation,4.5
119965,A Dynamic Learning Strategy for Dempster-Shafer Theory with Applications in Classification and Enhancement,3.87
116210,When Does Closeness in Distribution Imply Representational Similarity? An Identifiability Perspective,2.34
119048,"Sinusoidal Initialization, Time for a New Start",2.99
115589,SeCon-RAG: A Two-Stage Semantic  Filtering and Conflict-Free Framework for Trustworthy RAG,4.33
116412,Integration Matters for Learning PDEs with Backwards SDEs,2.84
115161,Alligat0R: Pre-Training through Covisibility Segmentation for Relative Camera Pose Regression,3.65
116497,Layer-Wise Modality Decomposition for Interpretable Multimodal Sensor Fusion,2.73
115482,Diffusion-Classifier Synergy: Reward-Aligned Learning via Mutual Boosting Loop for FSCIL,3.77
116215,SolverLLM: Leveraging Test-Time Scaling for Optimization Problem via LLM-Guided Search,4.5
116517,SE-Agent: Self-Evolution Trajectory Optimization in Multi-Step Reasoning with LLM-Based Agents,4.5
117103,Flexible MOF Generation with Torsion-Aware Flow Matching,3.61
117241,Marginal-Nonuniform PAC Learnability,2.99
117511,Agnostic Active Learning is Always Better Than Passive Learning,1.96
119719,New Perspectives on the Polyak Stepsize: Surrogate Functions and Negative Results,2.29
117512,Agnostic Active Learning is Always Better Than Passive Learning,1.71
116281,SplitFlow: Flow Decomposition for Inversion-Free Text-to-Image Editing,3.27
116444,Non-Uniform Multiclass Learning with Bandit Feedback,3.0
117270,RepoMaster: Autonomous Exploration and Understanding of GitHub Repositories for  Complex Task Solving,4.7
118235,Decoupling Contrastive Decoding: Robust Hallucination Mitigation in Multimodal Large Language Models,4.5
119774,On Union-Closedness of Language Generation,3.5
119099,Optimal Mistake Bounds for Transductive Online Learning,2.04
116181,Vertical Federated Feature Screening,3.3
115534,Tradeoffs between Mistakes and ERM Oracle Calls in Online and Transductive Online Learning,2.12
119098,Optimal Mistake Bounds for Transductive Online Learning,2.34
119288,Self-Supervised Direct Preference Optimization for Text-to-Image Diffusion Models,2.99
117451,SaFiRe: Saccade-Fixation Reiteration with Mamba for Referring Image Segmentation,4.04
118358,BREAD: Enhancing SLM Reasoning by Bridging Supervised and Reinforcement Learning,3.0
116186,From Judgment to Interference: Early Stopping LLM Harmful Outputs via Streaming Content Monitoring,3.27
119514,Object-Centric Concept-Bottlenecks,3.17
118774,RAD: Towards Trustworthy Retrieval-Augmented Multi-modal Clinical Diagnosis,4.27
119423,Inner Speech as Behavior Guides: Steerable Imitation of Diverse Behaviors for Human-AI coordination,3.65
116487,Long-tailed Recognition with Model Rebalancing,4.27
116204,The Omni-Expert: A Computationally Efficient Approach to Achieve a Mixture of Expertise in a Single Expert Model,2.95
117504,A Generalized Bisimulation Metric of State Similarity between Markov Decision Processes: From Theoretical Propositions to Applications,1.52
118452,4DGCPro: Efficient Hierarchical 4D Gaussian Compression for Progressive Volumetric Video Streaming,4.5
120295,CodiFM: Advancing Zero-Shot Dialogue Generation with Fully Non-Autoregressive Flow Matching,4.5
117581,Thoughts Are All Over the Place: On the Underthinking of Long Reasoning Models,4.27
115036,ZPressor: Bottleneck-Aware Compression for Scalable Feed-Forward 3DGS,4.4
119653,CORE: Collaborative Optimization with Reinforcement Learning and Evolutionary Algorithm for Floorplanning,4.33
119038,Efficient Kernelized Learning in Polyhedral Games Beyond Full-Information: From Colonel Blotto to Congestion Games,2.92
116783,Enhanced Expert Merging for Mixture-of-Experts in Graph Foundation Models,3.0
118570,LoRASuite: Efficient LoRA Adaptation Across Large Language Model Upgrades,2.55
116358,Causal Head Gating: A Framework for Interpreting Roles of Attention Heads in Transformers,2.4
118178,QuadEnhancer: Leveraging Quadratic Transformations to Enhance Deep Neural Networks,3.43
118673,Why and How LLMs Hallucinate: Connecting the Dots with Subsequence Associations,3.88
121816,SoMi-ToM: Evaluating Multi-Perspective Theory of Mind in Embodied Social Interactions,4.6
118448,Red-Teaming Text-to-Image Systems by Rule-based Preference Modeling,2.99
121377,InfoChartQA: A Benchmark for Multimodal Question Answering on Infographic Charts,3.66
121389,DeceptionBench: A Comprehensive Benchmark for AI Deception Behaviors in Real-world Scenarios,3.61
121521,MathOOD: Exploring the Generalization Boundaries of Mathematical Reasoning in Large Language Models,4.17
118596,Pose Splatter: A 3D Gaussian Splatting Model for Quantifying Animal Pose and Appearance,3.44
119629,"VisDiff: SDF-Guided Polygon Generation for Visibility Reconstruction, Characterization and Recognition",4.04
119969,Mitigating Overthinking in Large Reasoning Models via Manifold Steering,4.27
119133,Enhancing Training Data Attribution with Representational Optimization,3.9
119680,Flick: Empowering Federated Learning with Commonsense Knowledge,3.3
117612,Multi-Token Prediction Needs Registers,2.99
117658,Dual-Res Tandem Mamba-3D: Bilateral Breast Lesion Detection and Classification on Non-contrast Chest CT,4.5
119552,Improving Retrieval-Augmented Generation through Multi-Agent Reinforcement Learning,3.95
118000,Understanding while Exploring: Semantics-driven Active Mapping,3.16
115813,Balancing Gradient and Hessian Queries in Non-Convex Optimization,2.78
116553,DISC: Dynamic Decomposition Improves LLM Inference Scaling,3.4
116524,Handling Label Noise via Instance-Level Difficulty Modeling and Dynamic Optimization,4.17
115336,Dynamically Learned Test-Time Model Routing in Language Model Zoos with Service Level Guarantees,4.24
119748,VESSA: Video-based Efficient SSL Adaptation,4.2
121438,Thousand Voices of Trauma: A Large-Scale Synthetic Dataset for Modeling Prolonged Exposure Therapy Conversations,3.22
119226,SUMO: Subspace-Aware Moment-Orthogonalization for Accelerating Memory-Efficient LLM Training,2.99
120257,MGE-LDM: Joint Latent Diffusion for Simultaneous Music Generation and Source Extraction,2.12
117012,Enabling Random Long-context Access for Mamba via Hardware-aligned Hierarchical Sparse Attention,3.66
121677,SWE-bench Goes Live!,4.5
119587,Boosting Multimodal Instance Understanding via Explicit Visual Prompt Instruction Tuning,3.61
121383,PSI: A Benchmark for Human Interpretation and Response in Traffic Interactions,3.9
117878,FPSAttention: Training-Aware FP8 and Sparsity Co-Design for Fast Video Diffusion,4.33
117438,Explicitly Modeling Subcortical Vision with a Neuro-Inspired Front-End Improves CNN Robustness,4.04
115226,From Noise to Narrative: Tracing the Origins of Hallucinations in Transformers,3.07
117807,Training-Free Constrained Generation With Stable Diffusion Models,3.87
117784,Classical Planning with LLM-Generated Heuristics: Challenging the State of the Art with Python Code,3.05
115269,Two Experts Are All You Need for Steering Thinking: Reinforcing Cognitive Effort in MoE Reasoning Models Without Additional Training,4.33
115098,Scaling Unlocks Broader Generation and Deeper Functional Understanding of Proteins,3.32
117854,Mitigating Spurious Features in Contrastive Learning with Spectral Regularization,3.9
119801,Aligning Compound AI Systems via System-level DPO,4.33
115443,LangHOPS: Language Grounded Hierarchical Open-Vocabulary Part Segmentation,4.33
120032,Stop Summation: Min-Form Credit Assignment Is All Process Reward Model Needs for Reasoning,3.73
120011,Thompson Sampling for Multi-Objective Linear Contextual Bandit,2.4
115074,Robust Egocentric Referring Video Object Segmentation via Dual Modal Causal Intervention,3.44
115998,Improved Training Technique for Shortcut Models,3.22
115221,Modeling Neural Activity with Conditionally Linear Dynamical Systems,2.56
115518,The Shape of Generalization through the Lens of Norm-based Capacity Control,2.48
117364,Flexible inference of learning rules from de novo learning data using neural networks,3.11
119242,AdaSTaR: Adaptive Data Sampling for Training Self-Taught Reasoners,3.66
121505,A Multimodal Benchmark for Framing of Oil & Gas Advertising and Potential Greenwashing Detection,3.43
115761,Channel Simulation and Distributed Compression with Ensemble Rejection Sampling,3.17
118829,Taught Well Learned Ill: Towards Distillation-conditional Backdoor Attack,3.43
120361,How Well Can Differential Privacy Be Audited in One Run?,1.85
120147,Beyond Least Squares: Uniform Approximation and the Hidden Cost of Misspecification,2.56
116422,Safe + Safe = Unsafe? Exploring How Safe Images Can Be Exploited to Jailbreak Large Vision-Language Models,4.5
116572,Towards Resilient Safety-driven Unlearning for Diffusion Models against Downstream Fine-tuning,4.1
118113,ChatbotID: Identifying Chatbots with Granger Causality Test,4.27
118977,List-Level Distribution Coupling with Applications to Speculative Decoding and Lossy Compression,3.77
116155,Using Imperfect Synthetic Data in Downstream Inference Tasks,2.73
115991,Streaming Attention Approximation via Discrepancy Theory,2.51
115234,Breaking the Discretization Barrier of Continuous Physics Simulation Learning,4.33
115317,Computational Hardness of Reinforcement Learning with Partial $q^{\pi}$-Realizability,2.67
121725,MindGYM: What Matters in Question Synthesis for Thinking-Centric Fine-Tuning?,4.27
116951,Robust Federated Finetuning of LLMs via Alternating Optimization of LoRA,2.99
117034,SAMA: Towards Multi-Turn Referential Grounded Video Chat with Large Language Models,4.27
119829,Distributive Fairness in Large Language Models: Evaluating Alignment with Human Values,2.29
119797,OmniZoom: A Universal Plug-and-Play Paradigm for Cross-Device Smooth Zoom Interpolation,4.04
116592,Effective Neural Approximations for Geometric Optimization Problems,3.93
118688,MutualVPR: A Mutual Learning Framework for Resolving Supervision Inconsistencies via Adaptive Clustering,3.44
118961,OOD-Barrier: Build a Middle-Barrier for Open-Set Single-Image Test Time Adaptation via Vision Language Models,4.24
121624,CGBench: Benchmarking Language Model Scientific Reasoning for Clinical Genetics Research,3.27
115499,SPARTAN: A Sparse Transformer World Model Attending to What Matters,2.83
115720,The Primacy of Magnitude in Low-Rank Adaptation,3.43
119799,Purity Law for Neural Routing Problem Solvers with Enhanced Generalizability,3.22
119581,Feedback Guidance of Diffusion Models,3.66
115644,TANDEM: Bi-Level Data Mixture Optimization with Twin Networks,3.02
117741,Computational Budget Should Be Considered in Data Selection,3.77
121434,ICPC-Eval: Probing the Frontiers of LLM Reasoning with Competitive Programming Contests,3.47
116866,Neural Entropy,1.24
119606,AdaMSS: Adaptive Multi-Subspace Approach for Parameter-Efficient Fine-Tuning,2.78
119505,Enhancing Optimizer Stability: Momentum Adaptation of The NGN Step-size,4.24
118990,Foundations of Top-$k$ Decoding For Language Models,3.19
118686,Solving Continuous Mean Field Games: Deep Reinforcement Learning for Non-Stationary Dynamics,4.1
121688,Is Artificial Intelligence Generated Image Detection a Solved Problem?,3.77
117703,Rethinking Out-of-Distribution Detection and Generalization with Collective Behavior Dynamics,3.77
116095,"Don’t Think Longer, Think Wisely: Optimizing Thinking Dynamics for Large Reasoning Models",4.04
119014,Learning to Generate Human-Human-Object Interactions from Textual Descriptions,2.84
118623,DINGO: Constrained Inference for Diffusion LLMs,2.99
117771,The Complexity of Correlated Equilibria in Generalized Games,2.11
117369,Few-Shot Learning from Gigapixel Images via Hierarchical Vision-Language Alignment and Modeling,4.04
116527,How Many Domains Suffice for Domain Generalization? A Tight Characterization via the Domain Shattering Dimension,2.72
116316,Zebra-Llama: Towards Extremely Efficient Hybrid Models,3.44
118068,Practical Kernel Selection for Kernel-based Conditional Independence Test,3.02
119929,Complete Structure Guided Point Cloud Completion via Cluster- and Instance-Level Contrastive Learning,3.77
117198,Computational Algebra with Attention: Transformer Oracles for Border Basis Algorithms,3.05
115201,TP-MDDN: Task-Preferenced Multi-Demand-Driven Navigation with Autonomous Decision-Making,4.04
117060,$\text{G}^2\text{M}$: A Generalized Gaussian Mirror Method to Boost Feature Selection Power,3.61
121914,Neither Valid nor Reliable? Investigating the Use of LLMs as Judges,2.34
120293,Latent Chain-of-Thought for Visual Reasoning,4.5
121979,Geometric Learning with Positively Decomposable Kernels,2.18
119314,Lua-LLM: Learning Unstructured-Sparsity Allocation for Large Language Models,3.41
117086,Is Limited Participant Diversity Impeding EEG-based Machine Learning?,2.4
121644,OmniBench: Towards The Future of Universal Omni-Language Models,4.5
121825,SuperGPQA: Scaling LLM Evaluation across 285 Graduate Disciplines,3.9
119328,DMWM: Dual-Mind World Model with Long-Term Imagination,3.44
119053,Promptable 3-D Object Localization with Latent Diffusion Models,4.04
115291,Fairness-Regularized Online Optimization with Switching Costs,3.22
120296,RGB-Only Supervised Camera Parameter Optimization in Dynamic Scenes,3.44
119579,Hierarchical Implicit Neural Emulators,2.78
116654,DICEPTION: A Generalist Diffusion Model for Visual Perceptual Tasks,4.47
116727,On the Robustness of Transformers against Context Hijacking for Linear Classification,2.55
117113,Enhancing the Outcome Reward-based RL Training of MLLMs with Self-Consistency Sampling,3.8
116558,ShapeEmbed: a self-supervised learning framework for 2D contour quantification,3.88
116525,Incentivizing Desirable Effort Profiles in Strategic Classification: The Role of Causality and Uncertainty,2.61
118752,Preference Optimization by Estimating the Ratio of the Data Distribution,3.66
121397,Physicist: Benchmarking LLMs in Interactive Physics Discovery with Controlled Priors,3.43
116229,Where and How to Perturb: On the Design of Perturbation Guidance in Diffusion and Flow Models,4.5
118864,Learning When to Think: Shaping Adaptive Reasoning in R1-Style Models via Multi-Stage RL,4.33
119730,SIFusion: A Unified Fusion Framework for Multi-granularity Arctic Sea Ice Forecasting,2.99
117039,ST$^2$360D: Spatial-to-Temporal Consistency for Training-free 360 Monocular Depth Estimation,4.17
118480,AlphaDecay: Module-wise Weight Decay for Heavy-Tailed Balancing in LLMs,3.02
116115,Stratify or Die: Rethinking Data Splits in Image Segmentation,4.33
115521,KeyDiff: Key Similarity-Based KV Cache Eviction for Long-Context LLM Inference in Resource-Constrained Environments,3.22
119116,VRAG-RL: Empower Vision-Perception-Based RAG for Visually Rich Information Understanding via Iterative Reasoning with Reinforcement Learning,4.4
117460,Exploring Landscapes for Better Minima along Valleys,3.66
115741,Approximation theory for 1-Lipschitz ResNets,2.11
117151,Advancing Wasserstein Convergence Analysis of Score-Based Models: Insights from Discretization and Second-Order Acceleration,2.95
117425,GUI-Rise: Structured Reasoning and History Summarization for GUI Navigation,3.66
116870,Trajectory-aware PRMs for Long CoT Reasoning,4.33
118256,SymMaP: Improving Computational Efficiency in Linear Solvers through Symbolic Preconditioning,2.97
118450,Regret Bounds for Adversarial Contextual Bandits with General Function Approximation and Delayed Feedback,2.56
116110,STNet: Spectral Transformation Network for Solving Operator Eigenvalue Problem,2.86
115329,CURE: Co-Evolving Coders and Unit Testers via Reinforcement Learning,4.16
118467,Transformer Copilot: Learning from The Mistake Log in LLM Fine-tuning,4.33
118221,Mixture-of-Experts Operator Transformer for Large-Scale PDE Pre-Training,3.58
117450,STRAP: Spatio-Temporal Pattern Retrieval for Out-of-Distribution Generalization,4.5
121541,DGCBench:  A Deep Graph Clustering Benchmark,4.27
119055,4D3R: Motion-Aware Neural Reconstruction and Rendering of Dynamic Scenes from Monocular Videos,3.91
116543,CAR: Condition-Aware Reparameterization Aligns Source and Target for Better Flow Matching,3.02
120303,OpenHOI: Open-World Hand-Object Interaction Synthesis with Multimodal Large Language Model,3.77
119036,Can LLMs Reason Over Non-Text Modalities in a Training-Free Manner? A Case Study with In-Context Representation Learning,3.13
120304,OpenHOI: Open-World Hand-Object Interaction Synthesis with Multimodal Large Language Model,3.27
116612,TokMan:Tokenize Manhattan Mask Optimization for Inverse Lithography,3.28
117199,Vision Transformers Don't Need Trained Registers,2.07
116489,CADMorph: Geometry‑Driven Parametric CAD Editing via a Plan–Generate–Verify Loop,3.41
116022,Extremely Simple Multimodal Outlier Synthesis for Out-of-Distribution Detection and Segmentation,4.27
120006,Fast Data Attribution for Text-to-Image Models,4.1
115357,Lyapunov-Stable Adaptive Control for Multimodal Concept Drift,2.84
116953,NaDRO: Leveraging Dual-Reward Strategies for LLMs Training on Noisy Data,3.22
115152,Visual Jenga: Discovering Object Dependencies via Counterfactual Inpainting,2.73
117215,Dyn-O: Building Structured World Models with  Object-Centric Representations,2.11
118060,VisionThink: Smart and Efficient Vision Language Model via Reinforcement Learning,3.73
121670,"EmergentTTS-Eval: Evaluating TTS Models on Complex Prosodic, Expressiveness, and Linguistic Challenges Using Model-as-a-Judge",4.5
117514,Among Us: A Sandbox for Measuring and Detecting Agentic Deception,3.77
121950,We Should Chart an Atlas of All the World's Models,2.11
117088,TV-Rec: Time-Variant Convolutional Filter for Sequential Recommendation,3.43
118004,Functional Complexity-adaptive Temporal Tensor Decomposition,3.88
115119,IGD: Token Decisiveness Modeling via Information Gain in LLMs for Personalized Recommendation,4.4
115632,ChromFound: Towards A Universal Foundation Model for Single-Cell Chromatin Accessibiltiy Data,3.43
119845,Generating Full-field Evolution of Physical Dynamics from Irregular Sparse Observations,4.27
116882,Cyclic Counterfactuals under Shift-scale Intervention,2.28
119220,What Do Latent Action Models Actually Learn?,2.34
121406,OST-Bench: Evaluating the Capabilities of MLLMs in Online Spatio-temporal Scene Understanding,4.27
118346,"URLs Help, Topics Guide: Understanding Metadata Utility in LLM Training",1.52
118359,"Attention Mechanism, Max-Affine Partition, and Universal Approximation",1.84
118812,Fast Local Search Algorithms for Clustering with Adpative Sampling and Bandit Methods,3.4
121859,OmniScenes: A Large-scale Simulatable Indoor Scene Dataset with Realistic Layouts,4.5
117577,ObCLIP: Oblivious CLoud-Device Hybrid Image Generation with Privacy Preservation,3.14
121734,Evaluating Program Semantics Reasoning with Type Inference in System F,4.04
117618,Accelerated Sampling from Masked Diffusion Models via Entropy Bounded Unmasking,2.99
116406,Unlearning-Aware Minimization,4.27
119215,Language Models Are Inefficient Reasoners: An Analysis on Arithmetic Proof Search,2.85
119435,Transition Matching: Scalable and Flexible Discrete Time Generative Modeling,4.27
117372,ShortListing Model: A Streamlined Simplex Diffusion for Discrete Variable Generation,3.4
121586,Trans-EnV: A Framework for Evaluating the Linguistic Robustness of LLMs Against English Varieties,4.27
119168,From Cradle to Cane: A Two-Pass Framework for High-Fidelity Lifespan Face Aging,3.73
121868,PatientSim: A Persona-Driven Simulator for Realistic Doctor-Patient Interactions,4.1
120024,Disentangling Superpositions: Interpretable Brain Encoding Model with Sparse Concept Atoms,3.39
118449,WarpGAN: Warping-Guided 3D GAN Inversion with Style-Based Novel View Inpainting,3.77
115940,OmniMotion: Human Motion Generation from Expressive Texts,3.87
121526,"MMAR: A Challenging Benchmark for Deep Reasoning in Speech, Audio, Music, and Their Mix",3.73
115724,"An Analysis of Concept Bottleneck Models: Measuring, Understanding, and Mitigating the Impact of Noisy Annotations",2.95
118630,Vision-and-Language Training Helps Deploy Taxonomic Knowledge but Does Not Fundamentally Alter It,2.58
118050,Learning-Augmented Streaming Algorithms for Correlation Clustering,2.86
120156,Farseer: A Refined Scaling Law in Large Language Models,3.46
118142,Learning Linear Attention in Polynomial Time,2.55
118387,MixAT: Combining Continuous and Discrete Adversarial Training for LLMs,3.06
121623,MVU-Eval: Towards Multi-Video Understanding Evaluation for Multimodal LLMs,4.33
116898,MS-GS: Multi-Appearance Sparse-View 3D Gaussian Splatting in the Wild,4.27
115154,Iterative Tool Usage Exploration for Multimodal Agents via Step-wise Preference Tuning,4.5
116399,Exploring Semantic-constrained Adversarial  Example with Instruction Uncertainty Reduction,3.72
118143,Learning Linear Attention in Polynomial Time,2.22
119479,Exploration from a Primal-Dual Lens: Value-Incentivized Actor-Critic Methods for Sample-Efficient Online RL,2.78
121709,From Objects to Anywhere: A Holistic Benchmark for Multi-level Visual Grounding in 3D Scenes,3.9
116775,MoORE: SVD-based Model MoE-ization for Conflict- and Oblivion-Resistant Multi-Task Adaptation,4.0
121627,LiveCodeBench Pro: How Do Olympiad Medalists Judge LLMs in Competitive Programming?,3.67
116353,CORE: Reducing UI Exposure in Mobile Agents via Collaboration Between Cloud and Local LLMs,2.84
119554,Efficient and Generalizable Mixed-Precision Quantization via Topological Entropy,3.37
119911,Learning to Compile: Self-Evolving Translation from IR to Assembly Code,4.5
121602,Situat3DChange: Situated 3D Change Understanding Dataset for Multimodal Large Language Model,4.5
121576,BurstDeflicker: A Benchmark Dataset for Flicker Removal in Dynamic Scenes,4.47
119596,PIVNO: Particle Image Velocimetry Neural Operator,4.27
119073,Conditional Representation Learning for Customized Tasks,3.29
115136,Reviving DSP for Advanced Theorem Proving in the Era of Reasoning Models,4.39
115216,Robust Cross-modal Alignment Learning for Cross-Scene Spatial Reasoning and Grounding,4.27
115792,Entropy-aware Variance Optimization for Diffusion Inference,2.97
116802,Interactive Cross-modal Learning for Text-3D Scene Retrieval,3.44
118423,Inferring stochastic dynamics with growth from cross-sectional data,3.22
120103,Adversarial Robustness of Nonparametric Regression,1.85
118530,Learning non-equilibrium diffusions with Schrödinger bridges: from exactly solvable to simulation-free,1.96
117882,Latent Principle Discovery for Language Model Self-Improvement,2.55
115217,World Models as Reference Trajectories for Rapid Motor Adaptation,3.17
119849,GIST: Greedy Independent Set Thresholding for Max-Min Diversification with Submodular Utility,3.61
115966,C${}^2$Prompt: Class-aware Client Knowledge Interaction for Federated Continual Learning,4.4
117459,Momentum-SAM: Sharpness Aware Minimization without Computational Overhead,2.55
119445,A General-Purpose Theorem for High-Probability Bounds of Stochastic Approximation with Polyak Averaging,2.01
121531,A Standardized Benchmark for Multilabel Antimicrobial Peptide Classification,3.44
115878,Dual Alignment Framework for Few-shot Learning with Inter-Set and Intra-Set Shifts,4.27
119461,Formal Models of Active Learning from Contrastive Examples,3.18
119422,Learning to Better Search with Language Models via Guided Reinforced Self-Training,3.17
121642,Time Travel is Cheating: Going Live with DeepFund for Real-Time Fund Investment Benchmarking,4.27
117766,Exploring Data Scaling Trends and Effects in Reinforcement Learning from Human Feedback,4.16
118289,Protein Inverse Folding From Structure Feedback,3.46
117753,Think-RM: Enabling Long-Horizon Reasoning in Generative Reward Models,4.5
118918,Uncertainty Quantification for LLMs through Minimum Bayes Risk: Bridging Confidence and Consistency,3.43
118886,Video World Models with Long-term Spatial Memory,4.1
119364,Imagine360: Immersive 360 Video Generation from Perspective Anchor,4.5
117709,LLM-Explorer: A Plug-in Reinforcement Learning Policy Exploration Enhancement Driven by Large Language Models,3.49
117689,Towards Generalizable Multi-Policy Optimization with Self-Evolution for Job Scheduling,3.17
117466,SynLogic: Synthesizing Verifiable Reasoning Data at Scale for Learning Logical Reasoning and Beyond,4.5
115095,Reinforcing Spatial Reasoning in Vision-Language Models with Interwoven Thinking and Visual Drawing,4.5
116855,Theoretical Benefit and Limitation of Diffusion Language Model,2.78
117423,ProRL: Prolonged Reinforcement Learning Expands Reasoning Boundaries in Large Language Models,3.72
120175,Learning Multi-Source and Robust Representations for Continual Learning,3.91
118660,Angles Don’t Lie: Unlocking Training‑Efficient RL Through the Model’s Own Signals,3.46
118506,Dynamic Siamese Expansion Framework for Improving Robustness in Online Continual Learning,3.91
115485,Learning Expandable and Adaptable Representations for Continual Learning,4.17
117598,Accelerating Video Diffusion Transformers with Sparse Attention via Semantic-Aware Permutation,3.73
119853,Conditional Diffusion Anomaly Modeling on Graphs,4.4
119071,Improved Algorithms for Overlapping and Robust Clustering of Edge-Colored Hypergraphs: An LP-Based Combinatorial Approach,3.0
119806,DictPFL: Efficient and Private Federated Learning on Encrypted Gradients,3.5
117218,Learning-Augmented Online Bipartite Fractional Matching,2.11
121485,HelpSteer3-Preference: Open Human-Annotated Preference Data across Diverse Tasks and Languages,2.84
118697,xLSTM-Mixer: Multivariate Time Series Forecasting by Mixing via Scalar Memories,3.66
115517,Social World Model-Augmented Mechanism Design Policy Learning,3.46
116211,Preference-based Reinforcement Learning beyond Pairwise Comparisons: Benefits of Multiple Options,2.45
121932,World Models Should Prioritize the Unification of Physical and Social Dynamics,2.78
117661,Shallow Diffuse: Robust and Invisible Watermarking through Low-Dim Subspaces in Diffusion Models,2.29
117900,DeltaProduct: Improving State-Tracking in Linear RNNs via Householder Products,3.22
116767,Exploration via Feature Perturbation in Contextual Bandits,1.68
119568,Task-Specific Data Selection for Instruction Tuning via Monosemantic Neuronal Activations,3.95
116746,Hessian-guided Perturbed Wasserstein Gradient Flows for Escaping Saddle Points,2.55
121603,Benchmarking Retrieval-Augmented Multimomal Generation for Document Question Answering,4.4
119833,Shape-Informed Clustering of Multi-Dimensional Functional Data via Deep Functional Autoencoders,4.04
119768,Collective Reasoning in Performative Prediction,2.55
119662,BrainODE: Neural Shape Dynamics for Age- and Disease-aware Brain Trajectories,4.4
118456,RiverMamba: A State Space Model for Global River Discharge and Flood Forecasting,2.55
119874,Masked Gated Linear Unit,4.1
116078,Concept-Guided Interpretability via Neural Chunking,3.5
116094,Generative Pre-trained Autoregressive Diffusion Transformer,3.46
117156,Improving Model Representation and Reducing KV Cache via Skip Connections with First Value Heads,2.23
118328,Optimizing the Unknown: Black Box Bayesian Optimization with Energy-Based Model and Reinforcement Learning,3.21
115220,Efficiently Maintaining the Multilingual Capacity of MCLIP in Downstream Cross-Modal Retrieval Tasks,4.4
115073,Continual Model Merging without Data: Dual Projections for Balancing Stability and Plasticity,4.33
115755,Merging on the Fly Without Retraining: A Sequential Approach to Scalable Continual Model Merging,3.46
115127,Segment then Splat: Unified 3D Open-Vocabulary Segmentation via Gaussian Splatting,2.29
